1600181675.316:10946006,57528:"/usr/lib/firefox/firefox",open,0x303,"/etc/resolv.conf"
1600181675.320:10946014,128176:"/usr/bin/whoopsie",open,0xbf4d6,"/etc/services"
1600181675.320:10946018,128176:"/usr/bin/whoopsie",open,0xbf4d6,"/etc/services"
1600181675.324:10946023,128176:"/usr/bin/whoopsie",open,0x303,"/etc/resolv.conf"
1600181675.324:10946027,128176:"/usr/bin/whoopsie",open,0xbf4a1,"/etc/hosts"
1600181663.684:10946729,56207:"/bin/bash",read,stdin,0
1600181694.129:10946731,56207:"/bin/bash",read,stdin,0
1600181694.325:10946755,56207:"/bin/bash",read,stdin,0
1600181694.429:10946785,56207:"/bin/bash",read,stdin,0
1600181694.597:10946787,56207:"/bin/bash",read,stdin,0
1600181694.773:10946801,56207:"/bin/bash",read,stdin,0
1600181695.557:10946803,56207:"/bin/bash",read,stdin,0
1600181695.689:10946827,56207:"/bin/bash",read,stdin,0
1600181696.589:10946829,56207:"/bin/bash",read,stdin,0
1600181696.893:10946843,56207:"/bin/bash",read,stdin,0
1600181697.445:10946879,56207:"/bin/bash",read,stdin,0
1600181697.765:10946881,56207:"/bin/bash",read,stdin,0
1600181697.861:10946887,56207:"/bin/bash",read,stdin,0
1600181698.29:10946889,56207:"/bin/bash",read,stdin,0
1600181698.177:10946925,56207:"/bin/bash",read,stdin,0
1600181699.265:10946931,56207:"/bin/bash",read,stdin,0
1600181699.421:10946947,56207:"/bin/bash",read,stdin,0
1600181699.549:10946949,56207:"/bin/bash",read,stdin,0
1600181699.749:10946973,56207:"/bin/bash",read,stdin,0
1600181700.509:10946983,56207:"/bin/bash",read,stdin,0
1600181701.125:10946985,56207:"/bin/bash",read,stdin,0
1600181701.221:10946987,56207:"/bin/bash",read,stdin,0
1600181701.293:10946993,56207:"/bin/bash",read,stdin,0
1600181701.565:10946995,56207:"/bin/bash",open,0x14cb269,"/home/x10/APTHUNT/reducer/log-reducer-master/parser/cat"
1600181701.565:10947060,56207:"/bin/bash",read,stdin,0
1600181702.841:10947066,56207:"/bin/bash",read,stdin,0
1600181703.37:10947068,56207:"/bin/bash",read,stdin,0
1600181703.229:10947070,56207:"/bin/bash",read,stdin,0
1600181703.321:10947076,56207:"/bin/bash",read,stdin,0
1600181703.769:10947078,56207:"/bin/bash",read,stdin,0
1600181703.853:10947084,56207:"/bin/bash",read,stdin,0
1600181704.329:10947118,56207:"/bin/bash",read,stdin,0
1600181704.565:10947119,56207:"/bin/bash",open,0x14cb269,"."
1600181704.565:10947121,56207:"/bin/bash",open,0x14cb269,"."
1600181704.565:10947123,56207:"/bin/bash",open,0x2,"/dev/"
1600181704.569:10947130,56207:"/bin/bash",open,0x2,"/dev/"
1600181704.569:10947144,2003:"/bin/bash",open,0x14cb269,"."
1600181704.569:10947147,56207:"/bin/bash",read,0x2,"/dev/"
1600181704.573:10947156,2004:"/bin/bash",open,0x14cb269,"."
1600181704.573:10947159,56207:"/bin/bash",read,0x2,"/dev/"
1600181705.321:10947180,57528:"/usr/lib/firefox/firefox",open,0x303,"/etc/resolv.conf"
1600181705.325:10947188,128176:"/usr/bin/whoopsie",open,0xbf4d6,"/etc/services"
1600181705.329:10947197,128176:"/usr/bin/whoopsie",open,0x303,"/etc/resolv.conf"
1600181705.329:10947201,128176:"/usr/bin/whoopsie",open,0xbf4a1,"/etc/hosts"
1600181704.573:10947211,56207:"/bin/bash",read,stdin,0
1600181705.585:10947213,56207:"/bin/bash",read,stdin,0
1600181705.693:10947215,56207:"/bin/bash",read,stdin,0
1600181705.881:10947216,56207:"/bin/bash",open,0x14cb269,"."
1600181705.885:10947218,56207:"/bin/bash",open,0x14cb269,"."
1600181705.885:10947220,56207:"/bin/bash",open,0x2,"/dev/"
1600181705.885:10947225,56207:"/bin/bash",open,0x2,"/dev/"
1600181705.889:10947237,2006:"/bin/bash",open,0x14cb269,"."
1600181705.889:10947240,56207:"/bin/bash",read,0x2,"/dev/"
1600181705.889:10947249,2007:"/bin/bash",open,0x14cb269,"."
1600181705.889:10947252,56207:"/bin/bash",read,0x2,"/dev/"
